"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-"
"*05gcr*","Bruno Fernandes","MUN","M","1","FA","@HUL Sat 7:30AM","713","20.37","0%","0%"
"*061vq*","Erling Haaland","MCI","F","2","FA","BOU Sun 9:00AM","599","17.11","0%","0%"
"*068y0*","Antoine Semenyo","MCI","F","3","FA","BOU Sun 9:00AM","562","15.19","0%","0%"
"*04agz*","Declan Rice","ARS","M","4","FA","COV Fri 3:00PM","544.5","15.12","0%","0%"
"*04spw*","James Garner","EVE","M","5","FA","CRY Sat 10:00AM","544","14.32","0%","0%"
"*05opj*","Elliot Anderson","MCI","M","6","FA","BOU Sun 9:00AM","529.5","13.93","0%","0%"
"*06mn0*","Igor Thiago","BRF","F","7","FA","TOT Sat 12:30PM","525","13.82","0%","0%"
"*06cmm*","Dominik Szoboszlai","LIV","M","8","FA","@NEW Sun 11:30AM","505","14.03","0%","0%"
"*04y92*","Bukayo Saka","ARS","M","9","FA","COV Fri 3:00PM","500.5","16.15","0%","0%"
"*04qr9*","Morgan Gibbs-White","NOT","M","10","FA","LEE Sat 10:00AM","476","12.86","0%","0%"
"*05g2o*","Joao Pedro","CHE","F","11","FA","@FUL Mon 3:00PM","463.5","13.24","0%","0%"
"*05a6e*","Neco Williams","NOT","D","12","FA","LEE Sat 10:00AM","460.5","12.45","0%","0%"
"*0642l*","Casemiro","MUN","M","13","FA","@HUL Sat 7:30AM","451","13.26","0%","0%"
"*06v0p*","Enzo Le Fee","SUN","M","14","FA","@IPS Sat 10:00AM","450","12.5","0%","0%"
"*06uyc*","Adrien Truffert","BOU","D","15","FA","@MCI Sun 9:00AM","445","11.71","0%","0%"
"*068ym*","Enzo Fernandez","CHE","M","16","FA","@FUL Mon 3:00PM","437","12.14","0%","0%"
"*06c6g*","Yankuba Minteh","BHA","M","17","FA","AVL Sun 9:00AM","436","12.82","0%","0%"
"*06zbx*","Anton Stach","LEE","M","18","FA","@NOT Sat 10:00AM","432.5","14.91","0%","0%"
"*05uht*","Morgan Rogers","AVL","M","19","FA","@BHA Sun 9:00AM","424","11.46","0%","0%"
"*063e7*","Marcos Senesi","TOT","D","20","FA","@BRF Sat 12:30PM","423.5","11.45","0%","0%"
"*067yz*","Matheus Cunha","MUN","F","21","FA","@HUL Sat 7:30AM","420.5","12.74","0%","0%"
"*06fup*","Jeremy Doku","MCI","M","22","FA","BOU Sun 9:00AM","420","14","0%","0%"
"*0639x*","Marcus Tavernier","BOU","M","23","FA","@MCI Sun 9:00AM","414.5","12.19","0%","0%"
"*05ylj*","Bruno Guimaraes","NEW","M","24","FA","LIV Sun 11:30AM","409.5","14.12","0%","0%"
"*06pe1*","Mateus Goncalo Espanha Fernandes","TOT","M","25","FA","@BRF Sat 12:30PM","409","11.36","0%","0%"
"*050jq*","Marc Guehi","MCI","D","26","FA","BOU Sun 9:00AM","409","11.69","0%","0%"
"*067yv*","Cody Gakpo","LIV","F","27","FA","@NEW Sun 11:30AM","407.5","11.32","0%","0%"
"*05n07*","Pedro Porro","TOT","D","28","FA","@BRF Sat 12:30PM","406.5","11.96","0%","0%"
"*0427d*","James Tarkowski","EVE","D","29","FA","CRY Sat 10:00AM","405","10.95","0%","0%"
"*03rxs*","Harry Wilson","LEE","M","30","FA","@NOT Sat 10:00AM","402","11.17","0%","0%"
"*06v07*","Rayan Cherki","MCI","M","31","FA","BOU Sun 9:00AM","400.5","12.14","0%","0%"
"*05ocl*","Ollie Watkins","AVL","F","32","FA","@BHA Sun 9:00AM","400.5","10.82","0%","0%"
"*06fxe*","Ryan Gravenberch","LIV","M","33","FA","@NEW Sun 11:30AM","397.5","11.04","0%","0%"
"*05akv*","Tyrick Mitchell","CRY","D","34","FA","@EVE Sat 10:00AM","391","10.29","0%","0%"
"*05r94*","Iliman Ndiaye","EVE","M","35","FA","CRY Sat 10:00AM","386.5","12.08","0%","0%"
"*067x8*","Nico O'Reilly","MCI","D","36","FA","BOU Sun 9:00AM","380.5","11.19","0%","0%"
"*06v21*","Florian Wirtz","LIV","M","37","FA","@NEW Sun 11:30AM","380","11.52","0%","0%"
"*05trb*","Bryan Mbeumo","MUN","F","38","FA","@HUL Sat 7:30AM","379.5","11.5","0%","0%"
"*0703c*","Nordi Mukiele","SUN","D","39","FA","@IPS Sat 10:00AM","378","11.81","0%","0%"
"*06rgg*","Michael Kayode","BRF","D","40","FA","TOT Sat 12:30PM","377.5","10.2","0%","0%"
"*067zv*","Kevin Schade","BRF","F","41","FA","TOT Sat 12:30PM","377.5","10.79","0%","0%"
"*049tq*","Dominic Calvert-Lewin","LEE","F","42","FA","@NOT Sat 10:00AM","374","10.69","0%","0%"
"*063zi*","Matheus Nunes","MCI","D","43","FA","BOU Sun 9:00AM","374","11","0%","0%"
"*06f8y*","Alex Scott","BOU","M","44","FA","@MCI Sun 9:00AM","371","10.03","0%","0%"
"*056iy*","Pedro Neto","CHE","F","45","FA","@FUL Mon 3:00PM","369","10.85","0%","0%"
"*06y9z*","Martin Zubimendi","ARS","M","46","FA","COV Fri 3:00PM","368.5","9.7","0%","0%"
"*05oh0*","Jan-Paul van Hecke","TOT","D","47","FA","@BRF Sat 12:30PM","367.5","10.21","0%","0%"
"*04abb*","Phil Foden","MCI","M","48","FA","BOU Sun 9:00AM","362.5","10.98","0%","0%"
"*05nzu*","Gabriel Magalhaes","ARS","D","49","FA","COV Fri 3:00PM","360","11.25","0%","0%"
"*03vlj*","Virgil van Dijk","LIV","D","50","FA","@NEW Sun 11:30AM","359.5","9.46","0%","0%"
"*06jgi*","Daniel Munoz","CRY","D","51","FA","@EVE Sat 10:00AM","357","12.31","0%","0%"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","52","FA","CRY Sat 10:00AM","355","11.45","0%","0%"
"*04lav*","Ethan Ampadu","LEE","M","53","FA","@NOT Sat 10:00AM","351.5","10.04","0%","0%"
"*068lx*","Dango Ouattara","BRF","M","54","FA","TOT Sat 12:30PM","348.5","10.89","0%","0%"
"*06dmj*","Jurrien Timber","ARS","D","55","FA","COV Fri 3:00PM","346.5","11.55","0%","0%"
"*04qrc*","Raul Jimenez","FUL","F","56","FA","CHE Mon 3:00PM","346","9.61","0%","0%"
"*0435m*","Granit Xhaka","SUN","M","57","FA","@IPS Sat 10:00AM","344","10.12","0%","0%"
"*061vk*","Jaidon Anthony","BRF","M","58","FA","TOT Sat 12:30PM","341.5","9.23","0%","-"
"*06pia*","Maxence Lacroix","CRY","D","59","FA","@EVE Sat 10:00AM","336","9.6","0%","0%"
"*063q8*","Mikkel Damsgaard","BRF","M","60","FA","TOT Sat 12:30PM","335.5","10.17","0%","0%"
"*05r34*","Amad Diallo","MUN","M","61","FA","@HUL Sat 7:30AM","332","10.38","0%","0%"
"*061vp*","Brenden Aaronson","LEE","M","62","FA","@NOT Sat 10:00AM","328.5","8.88","0%","0%"
"*0520r*","Leandro Trossard","ARS","M","63","FA","COV Fri 3:00PM","326.5","10.53","0%","0%"
"*06jgs*","Adam Wharton","CRY","M","64","FA","@EVE Sat 10:00AM","324.5","9.54","0%","0%"
"*05w9i*","Marc Cucurella","CHE","D","65","FA","@FUL Mon 3:00PM","322.5","9.49","0%","0%"
"*0700p*","Malick Thiaw","NEW","D","66","FA","LIV Sun 11:30AM","322.5","9.21","0%","0%"
"*04io4*","Richarlison","TOT","F","67","FA","@BRF Sat 12:30PM","322.5","10.08","0%","0%"
"*04fk6*","Bernardo Silva","MCI","M","68","FA","BOU Sun 9:00AM","321","8.45","0%","0%"
"*06r5b*","Diego Gomez","BHA","M","69","FA","AVL Sun 9:00AM","320.5","10.02","0%","0%"
"*051k7*","Reece James","CHE","D","70","FA","@FUL Mon 3:00PM","319.5","11.02","0%","0%"
"*03aqp*","Mohamed Salah","LIV","F","71","FA","@NEW Sun 11:30AM","319.5","11.83","0%","0%"
"*062dt*","Joao Palhinha","TOT","M","72","FA","@BRF Sat 12:30PM","319","9.67","0%","0%"
"*06p6j*","Evanilson","BOU","F","73","FA","@MCI Sun 9:00AM","319","8.86","0%","0%"
"*06v0g*","Trai Hume","SUN","D","74","FA","@IPS Sat 10:00AM","317.5","8.36","0%","0%"
"*04qfz*","Diogo Dalot","MUN","D","75","FA","@HUL Sat 7:30AM","314","9.24","0%","0%"
"*02lnx*","Danny Welbeck","BHA","F","76","FA","AVL Sun 9:00AM","313","8.46","0%","0%"
"*02oq6*","Luke Shaw","MUN","D","77","FA","@HUL Sat 7:30AM","312.5","8.22","0%","0%"
"*0635j*","Chris Richards","CRY","D","78","FA","@EVE Sat 10:00AM","309","9.36","0%","0%"
"*05rb8*","Moises Caicedo","CHE","M","79","FA","@FUL Mon 3:00PM","308","9.33","0%","0%"
"*06zbz*","Hugo Ekitike","LIV","F","80","FA","@NEW Sun 11:30AM","308","11","0%","0%"
"*05o4b*","Matty Cash","AVL","D","81","FA","@BHA Sun 9:00AM","306.5","8.76","0%","0%"
"*04tsb*","Viktor Gyokeres","ARS","F","82","FA","COV Fri 3:00PM","306.5","8.51","0%","0%"
"*06phe*","Ferdi Kadioglu","BHA","D","83","FA","AVL Sun 9:00AM","301.5","8.15","0%","0%"
"*06znb*","Robin Roefs","SUN","G","84","FA","@IPS Sat 10:00AM","299.25","8.55","0%","0%"
"*05r8o*","Jean-Philippe Mateta","CRY","F","85","FA","@EVE Sat 10:00AM","296","9.25","0%","0%"
"*051k0*","John McGinn","AVL","M","86","FA","@BHA Sun 9:00AM","291","9.7","0%","0%"
"*062oh*","Jake O'Brien","EVE","D","87","FA","CRY Sat 10:00AM","291","7.86","0%","0%"
"*0700t*","Omar Alderete","SUN","D","88","FA","@IPS Sat 10:00AM","290.5","8.8","0%","0%"
"*06xza*","Eli Kroupi","BOU","F","89","FA","@MCI Sun 9:00AM","290.5","8.8","0%","0%"
"*038ze*","Alex Iwobi","FUL","M","90","FA","CHE Mon 3:00PM","290","10","0%","0%"
"*05o8o*","Jayden Bogle","LEE","D","91","FA","@NOT Sat 10:00AM","289.5","8.51","0%","0%"
"*06y9o*","Igor Jesus","NOT","F","92","FA","LEE Sat 10:00AM","289","7.81","0%","0%"
"*05nt6*","Eberechi Eze","ARS","M","93","FA","COV Fri 3:00PM","287","8.7","0%","0%"
"*0327r*","Michael Keane","EVE","D","94","FA","CRY Sat 10:00AM","285.5","8.65","0%","0%"
"*05u1m*","Nathan Collins","BRF","D","95","FA","TOT Sat 12:30PM","284.5","8.13","0%","0%"
"*05tqx*","David Raya","ARS","G","96","FA","COV Fri 3:00PM","284.25","7.68","0%","0%"
"*05tr9*","Mathias Jensen","BRF","M","97","FA","TOT Sat 12:30PM","284","7.89","0%","0%"
"*045ob*","Caoimhin Kelleher","BRF","G","98","FA","TOT Sat 12:30PM","283.75","7.67","0%","0%"
"*05u7f*","Ibrahima Konate","LIV","D","99","FA","@NEW Sun 11:30AM","280","7.78","0%","0%"
"*06rlj*","Patrick Dorgu","MUN","D","100","FA","@HUL Sat 7:30AM","278","10.69","0%","0%"
"*066r9*","Ehor Yarmolyuk","BRF","M","101","FA","TOT Sat 12:30PM","277.5","7.5","0%","0%"
"*04mdn*","Anthony Gordon","NEW","F","102","FA","LIV Sun 11:30AM","276.5","10.63","0%","0%"
"*070cj*","Noah Okafor","LEE","F","103","FA","@NOT Sat 10:00AM","276","9.86","0%","0%"
"*0522h*","Alexis Mac Allister","LIV","M","104","FA","@NEW Sun 11:30AM","274","7.41","0%","0%"
"*070gu*","Alex Jimenez","BOU","D","105","FA","@MCI Sun 9:00AM","272.5","8.79","0%","0%"
"*05y9n*","Lewis Hall","NEW","D","106","FA","LIV Sun 11:30AM","270","9","0%","0%"
"*06mpp*","Mats Wieffer","BHA","D","107","FA","AVL Sun 9:00AM","269","10.35","0%","0%"
"*04yo7*","Youri Tielemans","AVL","M","108","FA","@BHA Sun 9:00AM","268.5","10.74","0%","0%"
"*05ubv*","Omari Hutchinson","NOT","F","109","FA","LEE Sat 10:00AM","268","8.65","0%","0%"
"*05gcs*","Sander Berge","FUL","M","110","FA","CHE Mon 3:00PM","267.5","7.64","0%","0%"
"*05748*","Ismaila Sarr","CRY","M","111","FA","@EVE Sat 10:00AM","267.5","9.55","0%","0%"
"*04fk1*","Pascal Gross","BHA","M","112","FA","AVL Sun 9:00AM","266.5","14.03","0%","0%"
"*06cms*","Sandro Tonali","TOT","M","113","FA","@BRF Sat 12:30PM","263","7.51","0%","0%"
"*070hs*","Gianluigi Donnarumma","MCI","G","114","FA","BOU Sun 9:00AM","262.75","7.73","0%","0%"
"*04mup*","Trevoh Chalobah","CHE","D","115","FA","@FUL Mon 3:00PM","261","7.68","0%","0%"
"*05l8q*","Cole Palmer","CHE","M","116","FA","@FUL Mon 3:00PM","260","10","0%","0%"
"*04tm0*","Lucas Digne","AVL","D","117","FA","@BHA Sun 9:00AM","258.5","8.34","0%","0%"
"*06fuw*","Djordje Petrovic","BOU","G","118","FA","@MCI Sun 9:00AM","257.5","6.78","0%","0%"
"*05220*","Sepp van den Berg","BRF","D","119","FA","TOT Sat 12:30PM","257","8.03","0%","0%"
"*04mi4*","Callum Hudson-Odoi","NOT","F","120","FA","LEE Sat 10:00AM","256.5","8.55","0%","0%"
"*05nns*","Danny Ballard","SUN","D","121","FA","@IPS Sat 10:00AM","256","8.83","0%","0%"
"*070f9*","Yeremy Pino","CRY","M","122","FA","@EVE Sat 10:00AM","256","7.53","0%","0%"
"*03yww*","Dean Henderson","CRY","G","123","FA","@EVE Sat 10:00AM","255.5","6.91","0%","0%"
"*061vb*","James Hill","BOU","D","124","FA","@MCI Sun 9:00AM","255.5","8.81","0%","0%"
"*06yb7*","Gabriel Gudmundsson","LEE","D","125","FA","@NOT Sat 10:00AM","255","7.97","0%","0%"
"*05ybq*","Vitalii Mykolenko","EVE","D","126","FA","CRY Sat 10:00AM","255","7.73","0%","0%"
"*02lz0*","Emiliano Martinez","AVL","G","127","FA","@BHA Sun 9:00AM","253.75","7.93","0%","0%"
"*070g7*","Nick Woltemade","NEW","F","128","FA","LIV Sun 11:30AM","253","7.67","0%","0%"
"*06clz*","Malo Gusto","CHE","D","129","FA","@FUL Mon 3:00PM","252.5","7.43","0%","0%"
"*02lm7*","Jack Grealish","MCI","M","130","FA","BOU Sun 9:00AM","252","12.6","0%","0%"
"*06cmu*","Bart Verbruggen","BHA","G","131","FA","AVL Sun 9:00AM","250","6.58","0%","0%"
"*05mzz*","Pascal Struijk","BHA","D","132","FA","AVL Sun 9:00AM","248","7.29","0%","0%"
"*06fv8*","Mohammed Kudus","TOT","M","133","FA","@BRF Sat 12:30PM","246","12.95","0%","0%"
"*06zxy*","Benjamin Sesko","MUN","F","134","FA","@HUL Sat 7:30AM","245.5","8.18","0%","0%"
"*06ybp*","Thierno Barry","EVE","F","135","FA","CRY Sat 10:00AM","245","6.45","0%","0%"
"*068yc*","Yasin Ayari","BHA","M","136","FA","AVL Sun 9:00AM","244","8.41","0%","0%"
"*06fxu*","Ibrahim Sangare","NOT","M","137","FA","LEE Sat 10:00AM","243.5","8.7","0%","0%"
"*062p3*","Keane Lewis-Potter","BRF","M","138","FA","TOT Sat 12:30PM","243","6.75","0%","0%"
"*05ylw*","Rodrigo Bentancur","TOT","M","139","FA","@BRF Sat 12:30PM","242.5","9.33","0%","0%"
"*051kl*","Emiliano Buendia","AVL","M","140","FA","@BHA Sun 9:00AM","242.5","6.74","0%","0%"
"*0521z*","James Justin","LEE","D","141","FA","@NOT Sat 10:00AM","240.5","8.29","0%","0%"
"*03yqz*","Joe Rodon","LEE","D","142","FA","@NOT Sat 10:00AM","240","6.86","0%","0%"
"*0558w*","William Saliba","ARS","D","143","FA","COV Fri 3:00PM","240","7.74","0%","0%"
"*04qfm*","Ryan Sessegnon","FUL","D","144","FA","CHE Mon 3:00PM","240","8.89","0%","0%"
"*05os8*","Joachim Andersen","FUL","D","145","FA","CHE Mon 3:00PM","239.5","7.26","0%","0%"
"*05uoc*","Cristian Romero","TOT","D","146","FA","@BRF Sat 12:30PM","239.5","10.41","0%","0%"
"*0689w*","Georginio Rutter","BHA","F","147","FA","AVL Sun 9:00AM","239","7.47","0%","0%"
"*04yme*","Robert Sanchez","CHE","G","148","FA","@FUL Mon 3:00PM","238","6.8","0%","0%"
"*070fa*","Xavi Simons","TOT","M","149","FA","@BRF Sat 12:30PM","236","8.43","0%","0%"
"*06y59*","Noah Sadiki","SUN","M","150","FA","@IPS Sat 10:00AM","235.5","7.14","0%","0%"
"*0554g*","Calvin Bassey","FUL","D","151","FA","CHE Mon 3:00PM","233.5","7.78","0%","0%"
"*06do9*","Milos Kerkez","LIV","D","152","FA","@NEW Sun 11:30AM","233","6.85","0%","0%"
"*068yt*","Sasa Lukic","FUL","M","153","FA","CHE Mon 3:00PM","232.5","8.94","0%","0%"
"*03am7*","Jacob Murphy","NEW","M","154","FA","LIV Sun 11:30AM","232","7.03","0%","0%"
"*06fvn*","Beto","EVE","F","155","FA","CRY Sat 10:00AM","231","6.24","0%","0%"
"*06ezb*","Micky van de Ven","TOT","D","156","FA","@BRF Sat 12:30PM","231","6.6","0%","0%"
"*06nu7*","Riccardo Calafiori","ARS","D","157","FA","COV Fri 3:00PM","229","8.81","0%","0%"
"*04e1c*","Lewis Dunk","BHA","D","158","FA","AVL Sun 9:00AM","229","6.94","0%","0%"
"*06mw0*","Nikola Milenkovic","NOT","D","159","FA","LEE Sat 10:00AM","229","6.03","0%","0%"
"*032f9*","Jordan Pickford","EVE","G","160","FA","CRY Sat 10:00AM","227","5.97","0%","0%"
"*0554i*","Joelinton","NEW","M","161","FA","LIV Sun 11:30AM","224","8.3","0%","0%"
"*063hu*","Amadou Onana","AVL","M","162","FA","@BHA Sun 9:00AM","223.5","8.94","0%","0%"
"*04qor*","Bernd Leno","FUL","G","163","FA","CHE Mon 3:00PM","222.25","5.85","0%","0%"
"*044ei*","Nick Pope","NEW","G","164","FA","LIV Sun 11:30AM","221.75","8.21","0%","0%"
"*05t6z*","Tim Iroegbunam","EVE","M","165","FA","CRY Sat 10:00AM","221","7.62","0%","0%"
"*05oeh*","Kenny Tete","FUL","D","166","FA","CHE Mon 3:00PM","221","10.05","0%","0%"
"*04abn*","Harvey Barnes","NEW","M","167","FA","LIV Sun 11:30AM","220.5","5.96","0%","0%"
"*05r9b*","Martin Odegaard","ARS","M","168","FA","COV Fri 3:00PM","215.5","8.98","0%","0%"
"*06rm8*","Mathys Tel","TOT","F","169","FA","@BRF Sat 12:30PM","214","6.9","0%","0%"
"*062a9*","Sven Botman","NEW","D","170","FA","LIV Sun 11:30AM","212.5","8.5","0%","0%"
"*05o4c*","Timothy Castagne","FUL","D","171","FA","CHE Mon 3:00PM","212","7.07","0%","0%"
"*05omu*","Ruben Dias","MCI","D","172","FA","BOU Sun 9:00AM","211.5","8.13","0%","0%"
"*02lsa*","Dan Burn","NEW","D","173","FA","LIV Sun 11:30AM","210.5","7.26","0%","0%"
"*06y9m*","Maxim De Cuyper","BHA","D","174","FA","AVL Sun 9:00AM","210.5","7.02","0%","0%"
"*067ys*","Jack Hinshelwood","BHA","M","175","FA","AVL Sun 9:00AM","210.5","7.8","0%","0%"
"*062ci*","Kaoru Mitoma","BHA","M","176","FA","AVL Sun 9:00AM","210","8.4","0%","0%"
"*03rzp*","Antonee Robinson","FUL","D","177","FA","CHE Mon 3:00PM","208.5","9.48","0%","0%"
"*06mnc*","Daichi Kamada","CRY","M","178","FA","@EVE Sat 10:00AM","207.5","7.41","0%","0%"
"*062ts*","Djed Spence","TOT","D","179","FA","@BRF Sat 12:30PM","207.5","6.92","0%","0%"
"*062h7*","Tyler Adams","BOU","M","180","FA","@MCI Sun 9:00AM","207","8.28","0%","0%"
"*06v06*","Tijjani Reijnders","MCI","M","181","FA","BOU Sun 9:00AM","207","7.39","0%","0%"
"*068n8*","Noni Madueke","ARS","M","182","FA","COV Fri 3:00PM","206.5","7.94","0%","0%"
"*05tre*","Vitaly Janelt","BRF","M","183","FA","TOT Sat 12:30PM","205.5","8.22","0%","0%"
"*04sat*","Emile Smith Rowe","FUL","M","184","FA","CHE Mon 3:00PM","204.5","5.53","0%","0%"
"*04f6h*","Matz Sels","NOT","G","185","FA","LEE Sat 10:00AM","203.5","6.56","0%","0%"
"*070hq*","Piero Hincapie","ARS","D","186","FA","COV Fri 3:00PM","203","8.12","0%","0%"
"*0666p*","Kobbie Mainoo","MUN","M","187","FA","@HUL Sat 7:30AM","203","7.25","0%","0%"
"*03rxa*","Idrissa Gueye","EVE","M","188","FA","CRY Sat 10:00AM","202.5","8.1","0%","0%"
"*04tzt*","Jefferson Lerma","CRY","M","189","FA","@EVE Sat 10:00AM","201.5","6.5","0%","0%"
"*070hc*","Brian Brobbey","SUN","F","190","FA","@IPS Sat 10:00AM","200","6.45","0%","0%"
"*052cb*","Ian Maatsen","AVL","D","191","FA","@BHA Sun 9:00AM","198.5","6.62","0%","0%"
"*04o82*","Curtis Jones","LIV","M","192","FA","@NEW Sun 11:30AM","198","5.82","0%","0%"
"*06fwz*","Murillo","NOT","D","193","FA","LEE Sat 10:00AM","196.5","7.86","0%","0%"
"*06v51*","Jaka Bijol","LEE","D","194","FA","@NOT Sat 10:00AM","195","7.8","0%","0%"
"*06rm7*","Nico Gonzalez","MCI","M","195","FA","BOU Sun 9:00AM","192","7.68","0%","0%"
"*070hl*","Senne Lammens","MUN","G","196","FA","@HUL Sat 7:30AM","191.5","5.98","0%","0%"
"*05w7t*","Pape Sarr","TOT","M","197","FA","@BRF Sat 12:30PM","191.5","7.37","0%","0%"
"*0524k*","Rodri","MCI","M","198","FA","BOU Sun 9:00AM","186.5","8.88","0%","0%"
"*06ab3*","Lewis Miley","NEW","M","199","FA","LIV Sun 11:30AM","186.5","8.11","0%","0%"
"*072wq*","Rayan","BOU","F","200","FA","@MCI Sun 9:00AM","185.5","12.37","0%","0%"
"*06yb9*","Reinildo","SUN","D","201","FA","@IPS Sat 10:00AM","184","7.36","0%","0%"
"*052ca*","Ezri Konsa","AVL","D","202","FA","@BHA Sun 9:00AM","183","5.38","0%","0%"
"*061va*","Boubacar Kamara","AVL","M","203","FA","@BHA Sun 9:00AM","182.5","10.14","0%","0%"
"*070hj*","Kevin","FUL","F","204","FA","CHE Mon 3:00PM","182","7","0%","0%"
"*05opl*","Wesley Fofana","CHE","D","205","FA","@FUL Mon 3:00PM","177.5","7.1","0%","0%"
"*04rh9*","David Brooks","BOU","M","206","FA","@MCI Sun 9:00AM","177","5.71","0%","0%"
"*02lk5*","Jordan Henderson","BRF","M","207","FA","TOT Sat 12:30PM","175.5","5.48","0%","0%"
"*05uel*","Kristoffer Ajer","BRF","D","208","FA","TOT Sat 12:30PM","174","6.44","0%","0%"
"*03frx*","Ola Aina","NOT","D","209","FA","LEE Sat 10:00AM","173","9.61","0%","0%"
"*04ug0*","Sean Longstaff","LEE","M","210","FA","@NOT Sat 10:00AM","173","7.52","0%","0%"
"*060wh*","Alejandro Garnacho","CHE","M","211","FA","@FUL Mon 3:00PM","172.5","7.19","0%","0%"
"*06cmb*","Guglielmo Vicario","TOT","G","212","FA","@BRF Sat 12:30PM","172.25","5.56","0%","0%"
"*070ci*","Amine Adli","BOU","F","213","FA","@MCI Sun 9:00AM","171","5.52","0%","0%"
"*04hk9*","Mikel Merino","ARS","M","214","FA","COV Fri 3:00PM","170.5","7.75","0%","0%"
"*06mow*","Jorgen Strand Larsen","CRY","F","215","FA","@EVE Sat 10:00AM","168","4.67","0%","0%"
"*06ybq*","Chemsdine Talbi","SUN","F","216","FA","@IPS Sat 10:00AM","167.5","5.98","0%","0%"
"*070hk*","Samuel Chukwueze","FUL","F","217","FA","CHE Mon 3:00PM","167","7.26","0%","0%"
"*03gu4*","Harry Maguire","MUN","D","218","FA","@HUL Sat 7:30AM","166.5","7.24","0%","0%"
"*06fwi*","Carlos Baleba","BHA","M","219","FA","AVL Sun 9:00AM","163.5","5.27","0%","0%"
"*06r9w*","Abdukodir Khusanov","MCI","D","220","FA","BOU Sun 9:00AM","163.5","7.79","0%","0%"
"*06uzy*","Ao Tanaka","LEE","M","221","FA","@NOT Sat 10:00AM","162.5","5.8","0%","0%"
"*04lnu*","Lukas Nmecha","LEE","F","222","FA","@NOT Sat 10:00AM","162","5.23","0%","0%"
"*051k3*","Jacob Ramsey","NEW","M","223","FA","LIV Sun 11:30AM","161.5","5.77","0%","0%"
"*06ex4*","Josko Gvardiol","MCI","D","224","FA","BOU Sun 9:00AM","161","8.94","0%","0%"
"*061ya*","Brennan Johnson","CRY","F","225","FA","@EVE Sat 10:00AM","160.5","4.72","0%","0%"
"*03dx3*","Kieran Trippier","NEW","D","226","FA","LIV Sun 11:30AM","158.5","7.55","0%","0%"
"*06mx0*","Leny Yoro","MUN","D","227","FA","@HUL Sat 7:30AM","157.5","4.92","0%","0%"
"*05os4*","Rayan Ait-Nouri","MCI","D","228","FA","BOU Sun 9:00AM","157","9.24","0%","0%"
